OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,TRACT_DESCRIPTION,Shape_Length,Shape_Area,stop_id,stop_name,stop_lat,stop_lon
"13","51","710","001200","51710001200","12",Census Tract,G5020,S,2001429,1416159,"+36.9110890","-076.3051537","LOCHAVEN, MEADOWBROOK",0.106239159938007,0.000345570942229488,"0254",HAMPTON & NORTH SHORE,36.910923,-76.30599
"13","51","710","001200","51710001200","12",Census Tract,G5020,S,2001429,1416159,"+36.9110890","-076.3051537","LOCHAVEN, MEADOWBROOK",0.106239159938007,0.000345570942229488,"0336",HAMPTON & RUNNYMEDE,36.913464,-76.306299
"13","51","710","001200","51710001200","12",Census Tract,G5020,S,2001429,1416159,"+36.9110890","-076.3051537","LOCHAVEN, MEADOWBROOK",0.106239159938007,0.000345570942229488,"0871",LITTLE CREEK & CORTLANDT,36.915749,-76.302155
"13","51","710","001200","51710001200","12",Census Tract,G5020,S,2001429,1416159,"+36.9110890","-076.3051537","LOCHAVEN, MEADOWBROOK",0.106239159938007,0.000345570942229488,"0872",LITTLE CREEK & ENFIELD,36.916003,-76.2978
"13","51","710","001200","51710001200","12",Census Tract,G5020,S,2001429,1416159,"+36.9110890","-076.3051537","LOCHAVEN, MEADOWBROOK",0.106239159938007,0.000345570942229488,"0974",LITTLE CREEK & ENFIELD,36.916144,-76.298022
"13","51","710","001200","51710001200","12",Census Tract,G5020,S,2001429,1416159,"+36.9110890","-076.3051537","LOCHAVEN, MEADOWBROOK",0.106239159938007,0.000345570942229488,"0976",LITTLE CREEK & CORTLANDT,36.915842,-76.302377
"13","51","710","001200","51710001200","12",Census Tract,G5020,S,2001429,1416159,"+36.9110890","-076.3051537","LOCHAVEN, MEADOWBROOK",0.106239159938007,0.000345570942229488,"0978",LITTLE CREEK & HAMPTON,36.916111,-76.306706
"13","51","710","001200","51710001200","12",Census Tract,G5020,S,2001429,1416159,"+36.9110890","-076.3051537","LOCHAVEN, MEADOWBROOK",0.106239159938007,0.000345570942229488,"3874",LITTLE CREEK & SHIRLAND,36.915875,-76.304897
"14","51","710","001300","51710001300","13",Census Tract,G5020,S,655895,0,"+36.9178174","-076.2803592",SUSSEX,0.0388515786690604,6.63272330445575e-05,"0169",GRANBY & LITTLE CREEK,36.915456,-76.272758
"14","51","710","001300","51710001300","13",Census Tract,G5020,S,655895,0,"+36.9178174","-076.2803592",SUSSEX,0.0388515786690604,6.63272330445575e-05,"0966",LITTLE CREEK & VICTORY,36.915167,-76.275839
"14","51","710","001300","51710001300","13",Census Tract,G5020,S,655895,0,"+36.9178174","-076.2803592",SUSSEX,0.0388515786690604,6.63272330445575e-05,"0967",LITTLE CREEK & NEWPORT,36.915622,-76.279867
"14","51","710","001300","51710001300","13",Census Tract,G5020,S,655895,0,"+36.9178174","-076.2803592",SUSSEX,0.0388515786690604,6.63272330445575e-05,"0969",LITTLE CREEK & RUTHVEN,36.916166,-76.285737
"14","51","710","001300","51710001300","13",Census Tract,G5020,S,655895,0,"+36.9178174","-076.2803592",SUSSEX,0.0388515786690604,6.63272330445575e-05,"0970",LITTLE CREEK & GRANTHAM,36.916265,-76.287891
"15","51","710","001400","51710001400","14",Census Tract,G5020,S,1359451,43015,"+36.9080035","-076.2679909",WARDS CORNER,0.0520453609345234,0.000141805750441112,"0034",GRANBY & FORSYTHE,36.906911,-76.275806
"15","51","710","001400","51710001400","14",Census Tract,G5020,S,1359451,43015,"+36.9080035","-076.2679909",WARDS CORNER,0.0520453609345234,0.000141805750441112,"0036",GRANBY & FIFE,36.90864,-76.275082
"15","51","710","001400","51710001400","14",Census Tract,G5020,S,1359451,43015,"+36.9080035","-076.2679909",WARDS CORNER,0.0520453609345234,0.000141805750441112,"0037",GRANBY & SUBURBAN,36.91231,-76.273488
"16","51","710","001500","51710001500","15",Census Tract,G5020,S,861348,91921,"+36.9134612","-076.2844792",COLONY POINT,0.0494961743854709,9.63927603890663e-05,"0170",GRANBY & NORTH SHORE,36.912501,-76.273809
"16","51","710","001500","51710001500","15",Census Tract,G5020,S,861348,91921,"+36.9134612","-076.2844792",COLONY POINT,0.0494961743854709,9.63927603890663e-05,"0876",LITTLE CREEK & ARMFIELD,36.916095,-76.290152
"16","51","710","001500","51710001500","15",Census Tract,G5020,S,861348,91921,"+36.9134612","-076.2844792",COLONY POINT,0.0494961743854709,9.63927603890663e-05,"0877",LITTLE CREEK & RUTHVEN,36.916,-76.285358
"16","51","710","001500","51710001500","15",Census Tract,G5020,S,861348,91921,"+36.9134612","-076.2844792",COLONY POINT,0.0494961743854709,9.63927603890663e-05,"0878",LITTLE CREEK & SHERYL,36.915584,-76.281386
"16","51","710","001500","51710001500","15",Census Tract,G5020,S,861348,91921,"+36.9134612","-076.2844792",COLONY POINT,0.0494961743854709,9.63927603890663e-05,"0881",LITTLE CREEK & COLONIAL,36.914919,-76.274783
"17","51","710","001600","51710001600","16",Census Tract,G5020,S,501432,8666,"+36.9129440","-076.2950247",TITUSTOWN,0.0457540164919128,5.15825849855248e-05,"0873",LITTLE CREEK & TAPLEY,36.91602,-76.295806
"17","51","710","001600","51710001600","16",Census Tract,G5020,S,501432,8666,"+36.9129440","-076.2950247",TITUSTOWN,0.0457540164919128,5.15825849855248e-05,"0874",LITTLE CREEK & DIVEN,36.916057,-76.293735
"17","51","710","001600","51710001600","16",Census Tract,G5020,S,501432,8666,"+36.9129440","-076.2950247",TITUSTOWN,0.0457540164919128,5.15825849855248e-05,"0971",LITTLE CREEK & MOUNT PLEASANT,36.916229,-76.29201
"17","51","710","001600","51710001600","16",Census Tract,G5020,S,501432,8666,"+36.9129440","-076.2950247",TITUSTOWN,0.0457540164919128,5.15825849855248e-05,"0972",LITTLE CREEK & DIVEN,36.916207,-76.293657
"17","51","710","001600","51710001600","16",Census Tract,G5020,S,501432,8666,"+36.9129440","-076.2950247",TITUSTOWN,0.0457540164919128,5.15825849855248e-05,"3881",LITTLE CREEK & ARMFIELD,36.916309,-76.290113
"18","51","710","001700","51710001700","17",Census Tract,G5020,S,1066503,252185,"+36.9050782","-076.2826278",TALBOT PARK,0.0517573866078358,0.000133330351316779,"0171",GRANBY & WARREN,36.908965,-76.275313
"18","51","710","001700","51710001700","17",Census Tract,G5020,S,1066503,252185,"+36.9050782","-076.2826278",TALBOT PARK,0.0517573866078358,0.000133330351316779,"0173",GRANBY & OXFORD,36.905869,-76.276686
"18","51","710","001700","51710001700","17",Census Tract,G5020,S,1066503,252185,"+36.9050782","-076.2826278",TALBOT PARK,0.0517573866078358,0.000133330351316779,"0175",GRANBY & CARLISLE,36.902626,-76.278048
"18","51","710","001700","51710001700","17",Census Tract,G5020,S,1066503,252185,"+36.9050782","-076.2826278",TALBOT PARK,0.0517573866078358,0.000133330351316779,"0177",GRANBY & WHITING,36.900507,-76.278963
"18","51","710","001700","51710001700","17",Census Tract,G5020,S,1066503,252185,"+36.9050782","-076.2826278",TALBOT PARK,0.0517573866078358,0.000133330351316779,"0178",GRANBY & KINGSLEY,36.897975,-76.279961
"19","51","710","002000","51710002000","20",Census Tract,G5020,S,922706,263931,"+36.8966314","-076.2604123",ROLAND PARK,0.053302000852388,0.000119966077243503,"0587",TIDEWATER & WAUKESHA,36.893907,-76.257447
"19","51","710","002000","51710002000","20",Census Tract,G5020,S,922706,263931,"+36.8966314","-076.2604123",ROLAND PARK,0.053302000852388,0.000119966077243503,"5743",TIDEWATER & WAUKESHA,36.894867,-76.257025
"20","51","710","002100","51710002100","21",Census Tract,G5020,S,1305366,515718,"+36.8892141","-076.2688749",LAKEWOOD,0.0582287157879663,0.000184089049902521,"0589",TIDEWATER & NORVIEW,36.890835,-76.25868
"20","51","710","002100","51710002100","21",Census Tract,G5020,S,1305366,515718,"+36.8892141","-076.2688749",LAKEWOOD,0.0582287157879663,0.000184089049902521,"0590",TIDEWATER & WILLOWWOOD,36.887734,-76.25988
"20","51","710","002100","51710002100","21",Census Tract,G5020,S,1305366,515718,"+36.8892141","-076.2688749",LAKEWOOD,0.0582287157879663,0.000184089049902521,"0591",TIDEWATER & BAPAUME,36.885469,-76.26065
"21","51","710","002200","51710002200","22",Census Tract,G5020,S,1486455,883212,"+36.8967187","-076.2806643","RIVERPOINT, BELVEDERE",0.0777827446529577,0.00023956758358723,"0027",GRANBY & WILLOW WOOD,36.891013,-76.278763
"21","51","710","002200","51710002200","22",Census Tract,G5020,S,1486455,883212,"+36.8967187","-076.2806643","RIVERPOINT, BELVEDERE",0.0777827446529577,0.00023956758358723,"0028",GRANBY & SEVERN,36.894237,-76.278976
"21","51","710","002200","51710002200","22",Census Tract,G5020,S,1486455,883212,"+36.8967187","-076.2806643","RIVERPOINT, BELVEDERE",0.0777827446529577,0.00023956758358723,"0030",GRANBY & KINGSLEY,36.897633,-76.279555
"21","51","710","002200","51710002200","22",Census Tract,G5020,S,1486455,883212,"+36.8967187","-076.2806643","RIVERPOINT, BELVEDERE",0.0777827446529577,0.00023956758358723,"0031",GRANBY & DUMONT,36.900284,-76.278722
"21","51","710","002200","51710002200","22",Census Tract,G5020,S,1486455,883212,"+36.8967187","-076.2806643","RIVERPOINT, BELVEDERE",0.0777827446529577,0.00023956758358723,"0032",GRANBY & SIR OLIVER,36.902341,-76.27782
"21","51","710","002200","51710002200","22",Census Tract,G5020,S,1486455,883212,"+36.8967187","-076.2806643","RIVERPOINT, BELVEDERE",0.0777827446529577,0.00023956758358723,"0033",GRANBY & SEEKEL,36.905483,-76.276433
"21","51","710","002200","51710002200","22",Census Tract,G5020,S,1486455,883212,"+36.8967187","-076.2806643","RIVERPOINT, BELVEDERE",0.0777827446529577,0.00023956758358723,"0180",GRANBY & SEVERN,36.894418,-76.279333
"21","51","710","002200","51710002200","22",Census Tract,G5020,S,1486455,883212,"+36.8967187","-076.2806643","RIVERPOINT, BELVEDERE",0.0777827446529577,0.00023956758358723,"0181",GRANBY & WILLOW WOOD,36.890773,-76.279176
"22","51","710","002300","51710002300","23",Census Tract,G5020,S,949911,614759,"+36.8977324","-076.2976672",LARCHMONT,0.0539350894248151,0.000158185651958728,"0222",HAMPTON & BOLLING,36.891063,-76.30373
"22","51","710","002300","51710002300","23",Census Tract,G5020,S,949911,614759,"+36.8977324","-076.2976672",LARCHMONT,0.0539350894248151,0.000158185651958728,"0223",HAMPTON & ROCKBRIDGE,36.894709,-76.303064
"22","51","710","002300","51710002300","23",Census Tract,G5020,S,949911,614759,"+36.8977324","-076.2976672",LARCHMONT,0.0539350894248151,0.000158185651958728,"0225",HAMPTON & SURRY,36.896514,-76.302741
"22","51","710","002300","51710002300","23",Census Tract,G5020,S,949911,614759,"+36.8977324","-076.2976672",LARCHMONT,0.0539350894248151,0.000158185651958728,"0226",HAMPTON & LEXAN,36.900283,-76.303237
"22","51","710","002300","51710002300","23",Census Tract,G5020,S,949911,614759,"+36.8977324","-076.2976672",LARCHMONT,0.0539350894248151,0.000158185651958728,"0227",HAMPTON & ESCADRILLE,36.902286,-76.303851
"23","51","710","002400","51710002400","24",Census Tract,G5020,S,1463332,2333983,"+36.8974493","-076.3136903",EDGEWATER,0.0805810479538151,0.000383894213205773,"0256",HAMPTON & LEXAN,36.900529,-76.303656
"23","51","710","002400","51710002400","24",Census Tract,G5020,S,1463332,2333983,"+36.8974493","-076.3136903",EDGEWATER,0.0805810479538151,0.000383894213205773,"0258",HAMPTON & SURREY,36.896117,-76.303021
"23","51","710","002400","51710002400","24",Census Tract,G5020,S,1463332,2333983,"+36.8974493","-076.3136903",EDGEWATER,0.0805810479538151,0.000383894213205773,"0259",HAMPTON & ROCKBRIDGE,36.894748,-76.303373
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"0218",HAMPTON & 41ST,36.882399,-76.302209
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"0261",HAMPTON & BOLLING,36.890844,-76.303932
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"0264",HAMPTON & 45TH,36.88464,-76.302588
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"0266",HAMPTON & 41ST,36.881588,-76.302397
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"0267",HAMPTON & 25TH,36.875673,-76.301959
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"0421",38TH & BLUESTONE,36.879632,-76.30537
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"0441",38TH & BOWDENS FERRY,36.879565,-76.30347
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"1911",HAMPTON & 37TH,36.878835,-76.302135
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"3784",38TH & HAMPTON,36.879698,-76.303212
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"5668",ELKHORN & 39TH,36.880048,-76.307885
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"5669",ELKHORN & 41ST,36.881919,-76.307999
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"5670",ELKHORN & 39TH,36.880243,-76.307769
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"5671",ELKHORN & 42ND,36.882407,-76.307881
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"5828",HAMPTON & 49TH,36.88889,-76.303059
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"5835",43RD & BOWDENS FERRY,36.883328,-76.305002
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"9143",38TH & BLUESTONE,36.879496,-76.304912
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"9145",49TH & QUARANTINE,36.887489,-76.307644
"24","51","710","002500","51710002500","25",Census Tract,G5020,S,1392465,40067,"+36.8821639","-076.3067789","LAMBERT'S POINT, ODU",0.0650770614972724,0.000144798307950611,"9158",POWHATAN & 46TH,36.885821,-76.312565
"25","51","710","002600","51710002600","26",Census Tract,G5020,S,848899,167670,"+36.8860879","-076.2966307",NORTH COLLEY,0.048713885757905,0.000102757873481904,"0219",HAMPTON & 45TH,36.884223,-76.302219
"25","51","710","002600","51710002600","26",Census Tract,G5020,S,848899,167670,"+36.8860879","-076.2966307",NORTH COLLEY,0.048713885757905,0.000102757873481904,"0221",HAMPTON & 49TH,36.887224,-76.302407
"25","51","710","002600","51710002600","26",Census Tract,G5020,S,848899,167670,"+36.8860879","-076.2966307",NORTH COLLEY,0.048713885757905,0.000102757873481904,"3785",HAMPTON & SHELL STATION,36.888639,-76.302658
"25","51","710","002600","51710002600","26",Census Tract,G5020,S,848899,167670,"+36.8860879","-076.2966307",NORTH COLLEY,0.048713885757905,0.000102757873481904,"6056",38th & KELLAM,36.879932,-76.298464
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0214",HAMPTON & 27TH,36.877004,-76.30189
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0216",HAMPTON & 37TH,36.878321,-76.301975
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0427",COLLEY & 35TH,36.878046,-76.294852
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0428",COLLEY & 26TH,36.87458,-76.295312
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0435",COLLEY & 26TH,36.874054,-76.295021
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0437",COLLEY & 35TH,36.878106,-76.294728
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0732",NEWPORT & 37TH,36.879354,-76.290423
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0745",NEWPORT & 37TH,36.879605,-76.290605
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0747",NEWPORT & 35TH,36.878414,-76.290525
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0748",35TH & COLONIAL,36.878109,-76.28869
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0750",COLONIAL & 30TH,36.875375,-76.289076
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"0751",COLONIAL & 26TH,36.873028,-76.290161
"26","51","710","002700","51710002700","27",Census Tract,G5020,S,993401,0,"+36.8762031","-076.2949722",PARK PLACE (WEST),0.041513037438292,0.000100403199120939,"6055",38TH & KILLAM,36.879832,-76.297869
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0023",GRANBY & DELAWARE,36.88285,-76.281593
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0024",GRANBY & 42ND,36.884642,-76.2813
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0182",GRANBY & CONNECTICUT,36.885585,-76.281396
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0733",NEWPORT & GEORGIA,36.880631,-76.290204
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0735",NEWPORT & PENNSYLVANIA,36.883614,-76.289212
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0737",NEWPORT & CONNECTICUT,36.886587,-76.288153
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0741",NEWPORT & PENNSYLVANIA,36.883808,-76.289277
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0743",NEWPORT & VIRGINIA,36.882312,-76.289775
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0744",NEWPORT & GEORGIA,36.880838,-76.29028
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"0928",GRANBY & DELAWARE,36.882776,-76.28184
"27","51","710","002800","51710002800","28",Census Tract,G5020,S,1307959,369370,"+36.8859436","-076.2847893","COLONIAL PLACE, RIVERVIEW",0.0562660045132207,0.000169548171243956,"9185",NEWPORT & RHODE ISLAND,36.88765,-76.288284
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0017",26TH & ARMISTEAD,36.870387,-76.281573
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0018",MONTICELLO & 29TH,36.872931,-76.28137
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0020",GRANBY & 33RD,36.877198,-76.281799
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0022",GRANBY & 38TH,36.88036,-76.281989
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0184",GRANBY & 35TH,36.878784,-76.282172
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0186",MONTICELLO & 29th,36.872814,-76.281576
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0188",MONTICELLO & 25TH,36.870127,-76.282805
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0286",26TH & GAZEL,36.87033,-76.277747
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0289",26TH & WAVERLY,36.87215,-76.274518
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0387",27TH & LEO,36.871449,-76.276587
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0389",27TH & FAWN,36.871084,-76.278984
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0390",MONTICELLO & 26TH,36.871024,-76.282198
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0728",COLONIAL & 29TH,36.874915,-76.289161
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0730",COLONIAL & 31ST,36.876319,-76.288553
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0731",COLONIAL & 35TH,36.87803,-76.288434
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"0757",COLONIAL & 26TH,36.872691,-76.290121
"28","51","710","002900","51710002900","29",Census Tract,G5020,S,1788621,133407,"+36.8753822","-076.2796559",PARK PLACE (EAST),0.0584311668610882,0.000194256536659438,"3804",26TH & WAVERLY,36.872202,-76.274751
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0290",LAFAYETTE & DUPONT,36.874331,-76.270783
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0292",LAFAYETTE & BELLEVUE,36.877658,-76.267118
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0293",LAFAYETTE & LORRAINE,36.877956,-76.265194
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0380",LAFAYETTE & TIDEWATER,36.877853,-76.263999
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0382",LAFAYETTE & VERSAILLES,36.877433,-76.267444
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0384",LAFAYETTE & ORLEANS,36.875135,-76.269593
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0593",TIDEWATER & CLARK,36.880042,-76.262669
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0594",TIDEWATER & LAFAYETTE,36.877158,-76.263876
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0595",TIDEWATER & BELLEVUE,36.875873,-76.264335
"29","51","710","003000","51710003000","30",Census Tract,G5020,S,983283,234814,"+36.8771858","-076.2693396","LAFAYETTE, WINONA",0.0505461702517192,0.000123115985471152,"0597",TIDEWATER & SHOOP,36.872274,-76.265649
