ID,Nomination Date,Genus,Species,Common Name,Public Yes/No,Diameter (DBH - inches),Height (ft),Spread,Subjective Points,Date Modified,Latitude,Longitude,OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,TRACT_DESCRIPTION,Shape_Length,Shape_Area
11010,7/19/2010 0:00,Pinus,taeda,Loblolly Pine,Yes,42,112,90,0,2/19/2011 0:00,36.898,-76.285,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
11027,10/30/2012 0:00,Celtis,laevigata,"Hackberry, Southern",Yes,18,64,26,0,10/30/2012 0:00,36.898,-76.284,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
13017,10/19/2012 0:00,Tsuga,canadensis,Canadian Hemlock,Yes,11,48,32,0,11/8/2014 0:00,36.9,-76.271,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
10019,4/17/2010 0:00,Ilex,opaca,American Holly,Yes,18,50,18,0,7/28/2010 0:00,36.895,-76.276,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
10001,4/26/2010 0:00,Lagerstroemia,indica,Crepe Myrtle,Yes,18,35,52,4,7/28/2010 0:00,36.892,-76.302,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
17020,10/4/2017 0:00,Cornus,florida,Dogwood,No,18,26,44,,10/4/2017 0:00,36.893,-76.303,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13074,9/8/2013 0:00,Cercis,canadensis,Redbud,Yes,4,15,16,1,6/29/2015 0:00,36.892,-76.298,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13078,9/8/2013 0:00,Gleditsia,triacanthos,Honeylocust,Yes,15,30,33,0,6/29/2015 0:00,36.898,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13073,9/8/2013 0:00,Magnolia,grandiflora,Southern Magnolia,Yes,21,38,45,3,6/29/2015 0:00,36.892,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15017,7/13/2015 0:00,Pistacia,chinensis,Chinese Pistache,Y,2,9,6,0,7/13/2015 0:00,36.894,-76.3,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15012,6/29/2015 0:00,Aesculus,californica,California Buckeye,Yes,3,6,9,0,6/29/2015 0:00,36.894,-76.3,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15027,3/8/2015 0:00,Prunus,Ãƒâ€” yedoensis,Yoshino Cherry,Y,0,0,0,0,3/8/2015 0:00,36.893,-76.298,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13077,9/8/2013 0:00,Quercus,virginiana,Live Oak,Yes,3,10,12,0,6/29/2015 0:00,36.892,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15018,7/13/2015 0:00,Persea,borbonia,Red Bay,N,,,,,7/13/2015 0:00,36.894,-76.3,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
10003,2/4/2010 0:00,Liriodendron,tulipifera,Yellow Poplar,Yes,43,88,75,5,7/14/2014 0:00,36.894,-76.298,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15011,6/29/2015 0:00,Magnolia,virginiana,Sweetbay Magnolia,Yes,3,15,12,0,6/29/2015 0:00,36.894,-76.299,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
16026,7/25/2016 0:00,Crataegus,phaenopyrum,Washington Hawthorne,,4,18,21,,7/25/2016 0:00,36.901,-76.303,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13107,9/8/2013 0:00,Halesia,carolina,Japanese Silverbell,Yes,3,10,12,0,6/29/2015 0:00,36.892,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15010,6/29/2015 0:00,Morus,alba,"Mulberry, White",Yes,,24,,0,6/29/2015 0:00,36.894,-76.299,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13108,9/8/2013 0:00,Pinus,palustris,Longleaf Pine,No,5,16,8,0,6/29/2015 0:00,36.892,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13080,9/8/2013 0:00,Ficus,carica,Common Fig,Yes,,,,,6/29/2015 0:00,36.892,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13006,12/6/2012 0:00,Acer,pensylvanicum,Striped Maple,Yes,7,48,32,0,2/17/2013 0:00,36.895,-76.299,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15014,6/29/2015 0:00,Acer,leucoderme,Chalk Maple,Yes,3,14,6,0,6/29/2015 0:00,36.894,-76.3,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13076,9/8/2013 0:00,Pinus,palustris,Longleaf Pine,Yes,5,17,12,0,6/29/2015 0:00,36.892,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
10004,4/26/2010 0:00,Magnolia,grandiflora,Southern Magnolia,No,59,112,36,0,10/31/2012 0:00,36.894,-76.298,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15015,6/29/2015 0:00,Quercus,virginiana,Live Oak,Yes,58,48,78,0,6/29/2015 0:00,36.894,-76.3,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13071,9/8/2013 0:00,Quercus,phellos,Willow Oak,Yes,39,89,75,3,6/29/2015 0:00,36.892,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13104,8/7/2013 0:00,Quercus,virginiana,Live Oak,,37,32,102,4,8/7/2013 0:00,36.89,-76.299,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13075,9/8/2013 0:00,Taxodium,distichum,Baldcypress,Yes,10,40,34,2,6/29/2015 0:00,36.892,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15009,6/29/2015 0:00,Juniperus,virginiana,Eastern Red Cedar,Yes,3,18,15,0,6/29/2015 0:00,36.894,-76.299,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13079,9/8/2013 0:00,Betula,nigra,River Birch,Yes,4,25,18,0,6/29/2015 0:00,36.892,-76.297,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15013,6/29/2015 0:00,Acer,Rubrum,Red Maple,Yes,1,10,19,0,6/29/2015 0:00,36.894,-76.3,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13072,9/8/2013 0:00,Quercus,phellos,Willow Oak,Yes,56,85,65,2,6/29/2015 0:00,36.892,-76.298,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
15016,7/13/2015 0:00,Quercus,palustris,Pin Oak,Y,16,40,45,0,7/13/2015 0:00,36.893,-76.298,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
10005,3/11/2012 0:00,Sequoia,sempervirens,Redwood,No,45,130,23,10,1/3/2015 0:00,36.895,-76.3,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
13105,8/7/2013 0:00,Quercus,falcata,Southern Red Oak,,52,80,102,3,8/7/2013 0:00,36.889,-76.3,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
12006,4/26/2010 0:00,Quercus,nigra,Water Oak,Yes,0,0,0,0,4/9/2014 0:00,36.893,-76.312,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
12003,4/26/2010 0:00,Pistacia,chinensis,Chinese Pistache,Yes,0,0,0,0,8/25/2014 0:00,36.891,-76.306,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
10006,4/26/2010 0:00,Nyssa,sylvatica,Blackgum,Yes,29,96,30,5,11/8/2010 0:00,36.892,-76.311,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
13068,9/23/2013 0:00,Ulmus,americana,American Elm,N,35,50,74,0,9/23/2013 0:00,36.897,-76.307,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
10002,4/26/2010 0:00,Liquidambar,styraciflua,Sweetgum,Yes,60,90,120,8,7/28/2010 0:00,36.9,-76.312,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
13092,10/21/2013 0:00,Magnolia,grandiflora,Southern Magnolia,No,49,64,78,0,10/21/2013 0:00,36.891,-76.312,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
13046,1/10/2012 0:00,Pistacia,chinensis,Chinese Pistache,Yes,10,33,32,0,8/25/2014 0:00,36.891,-76.306,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
13069,9/23/2013 0:00,Quercus,palustris,Pin Oak,N,41,76,42,0,,36.897,-76.307,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
10021,4/17/2010 0:00,Acer,,Maple,Yes,33,0,0,0,10/23/2013 0:00,36.893,-76.312,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
16025,7/25/2016 0:00,Malus,'Prairifire',Prairfire Crabapple,YES,9,20,29,,7/25/2016 0:00,36.901,-76.304,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
16024,7/25/2016 0:00,Quercus,lyrata,Overcup Oak,Yes,16,36,38,,7/25/2016 0:00,36.9,-76.304,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
10049,6/21/2010 0:00,Platanus,occidentalis,American Sycamore,Yes,52,64,60,5,5/9/2014 0:00,36.878,-76.303,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
14015,4/9/2014 0:00,Pinus,strobus,White Pine,,14,34,39,0,10/27/2014 0:00,36.891,-76.304,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
14014,4/9/2014 0:00,Sequoia,sempervirens,Redwood,,43,76,42,0,10/27/2014 0:00,36.891,-76.304,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
12009,1/10/2012 0:00,Osmanthus,fortunei,Fortunes Tea Olive,Yes,33,28,36,0,10/27/2014 0:00,36.891,-76.304,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
14013,4/9/2014 0:00,Osmanthus,heterophylus,Holly Osmanthus,,30,21,45,0,10/27/2014 0:00,36.891,-76.304,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
13028,2/20/2013 0:00,Juniperus,virginiana,Eastern Red Cedar,Yes,0,0,0,0,6/27/2013 0:00,36.891,-76.304,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
15002,4/27/2015 0:00,Quercus,virginiana,Live Oak,,41,52,81,8,4/27/2015 0:00,36.874,-76.295,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
15003,4/27/2015 0:00,Magnolia,grandiflora,Southern Magnolia,,61,58,72,6,4/27/2015 0:00,36.873,-76.293,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
16004,4/4/2016 0:00,Prunus,serotina,Black Cherry & Crape Myrtle,,14,18,22,0,4/4/2016 0:00,36.88,-76.289,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
13025,2/20/2013 0:00,Celtis,laevigata,"Hackberry, Southern",No,0,0,0,0,6/27/2013 0:00,36.889,-76.288,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
16003,4/4/2016 0:00,Quercus,phellos,Willow Oak,N,69,112,103,0,4/4/2016 0:00,36.882,-76.29,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
16002,4/4/2016 0:00,Quercus,phellos,Willow Oak,N,56,82,82,0,4/4/2016 0:00,36.888,-76.29,27,51,710,2800,51710002800,28,Census Tract,G5020,S,1307959,369370,36.8859436,-76.2847893,"COLONIAL PLACE, RIVERVIEW",0.056266005,0.000169548
16100,9/19/2016 0:00,Quercus,virginiana,Live Oak,Yes,22,28,44,0,9/19/2016 0:00,36.876,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16110,9/19/2016 0:00,Quercus,virginiana,Live Oak,Yes,34,48,69,,9/1/2017 0:00,36.876,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16113,9/19/2016 0:00,Quercus,virginiana,Live Oak,Yes,45,47,76,,9/1/2017 0:00,36.876,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16099,12/9/2016 0:00,Ilex,opaca,American Holly,Yes,11,16,15,,9/1/2017 0:00,36.877,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16039,8/15/2016 0:00,Magnolia,x soulangeana,Saucer Magnolia,Yes,18,,,,9/1/2017 0:00,36.878,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16074,8/29/2016 0:00,Quercus,virginiana,Live Oak,YES,32,42,84,,8/29/2016 0:00,36.877,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
17076,9/19/2017 0:00,Quercus,stellata,Post Oak,Yes,14,53,30,,9/19/2017 0:00,36.88,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16031,8/15/2016 0:00,Quercus,virginiana,Live Oak,Yes,33,40,74,,9/1/2017 0:00,36.878,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16106,9/19/2016 0:00,Magnolia,x soulangeana,Saucer Magnolia,Yes,8,20,24,,9/1/2017 0:00,36.876,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16054,8/22/2016 0:00,Quercus,virginiana,Live Oak,Yes,30,37,66,,9/1/2017 0:00,36.877,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16067,8/29/2016 0:00,Quercus,virginiana,Live Oak,YES,34,64,66,,8/29/2016 0:00,36.877,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16086,12/9/2016 0:00,Pinus,taeda,Loblolly Pine,Yes,25,85,48,,9/1/2017 0:00,36.877,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
17072,9/19/2017 0:00,Liquidambar,styraciflua,Sweetgum,Yes,34,63,69,,9/19/2017 0:00,36.88,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
17024,5/5/2017 0:00,Juniperus,virginiana,Eastern Red Cedar (female),,24,44,45,,5/5/2017 0:00,36.874,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16050,8/15/2016 0:00,Ilex,vomitoria,Yaupon Holly,Yes,12,20,24,,6/1/2017 0:00,36.878,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16091,12/9/2016 0:00,Quercus,virginiana,Live Oak,Yes,40,48,60,,9/1/2017 0:00,36.876,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16055,8/22/2016 0:00,Quercus,virginiana,Live Oak,Yes,25,24,40,,9/1/2017 0:00,36.877,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16082,12/9/2016 0:00,Magnolia,grandiflora,Southern Magnolia,Yes,37,56,45,,9/1/2017 0:00,36.877,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16087,12/9/2016 0:00,Liquidambar,stryaciflua,Sweetgum,Yes,35,96,90,,9/1/2017 0:00,36.877,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16114,9/19/2016 0:00,Quercus,virginiana,Live Oak,Yes,49,48,80,,9/1/2017 0:00,36.876,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16044,8/15/2016 0:00,Quercus,virginiana,Live Oak,Yes,43,48,99,,6/1/2017 0:00,36.878,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
11033,10/31/2012 0:00,Magnolia,x soulangiana,Saucer Magnolia,Yes,0,0,0,0,10/31/2012 0:00,36.878,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16059,8/22/2016 0:00,Quercus,virginiana,Live Oak,Yes,30,35,60,,9/1/2017 0:00,36.877,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16068,8/29/2016 0:00,Quercus,virginiana,Live Oak,YES,48,,75,,8/29/2016 0:00,36.877,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16078,8/29/2016 0:00,Ulmus,parvifolia,Chinese Elm,YES,16,40,45,,8/29/2016 0:00,36.877,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16073,8/29/2016 0:00,Quercus,virginiana,Live Oak,YES,30,48,75,,8/29/2016 0:00,36.877,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16058,8/22/2016 0:00,Lagerstroemia,indica,Crape Myrtle,Yes,14,14,14,,9/1/2017 0:00,36.877,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
17075,9/19/2017 0:00,Quercus,virginiana,Live Oak,Yes,31,44,61,,9/19/2017 0:00,36.88,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16032,8/15/2016 0:00,Quercus,virginiana,Live Oak,Yes,35,48,70,,9/1/2017 0:00,36.878,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16115,9/19/2016 0:00,Quercus,falcata,Southern Red Oak,Yes,45,64,85,,9/1/2017 0:00,36.876,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
17027,12/5/2017 0:00,Juglans,nigra,Black Walnut,,19,56,35,,12/5/2017 0:00,36.875,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16063,8/22/2016 0:00,Ilex,michael to verify,,Yes,21,22,48,,9/1/2017 0:00,36.877,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16038,8/15/2016 0:00,Quercus,virginiana,Live Oak,Yes,45,95,50,,9/1/2017 0:00,36.878,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
17071,9/19/2017 0:00,Magnolia,grandiflora,Southern Magnolia,Yes,15,33,34,,9/19/2017 0:00,36.88,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16095,12/9/2016 0:00,Quercus,virginiana,Live Oak,Yes,31,42,16,,9/1/2017 0:00,36.877,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16090,12/9/2016 0:00,Magnolia,x soulangeana,Saucer Magnolia,Yes,7,14,16,,9/1/2017 0:00,36.877,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16051,8/15/2016 0:00,Quercus,virginiana,Live Oak,Yes,30,54,99,,6/1/2017 0:00,36.878,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16083,12/9/2016 0:00,Quercus,virginiana,Live Oak,Yes,36,40,62,,9/1/2017 0:00,36.877,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
17023,5/5/2017 0:00,Juniperus,virginiana,Eastern Red Cedar (male),,29,44,49,,5/5/2017 0:00,36.874,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16094,12/9/2016 0:00,Quercus,virginiana,Live Oak,Yes,36,38,21,,9/1/2017 0:00,36.877,-76.279,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
13024,2/19/2013 0:00,Tilia,americana,American Basswood,Yes,0,0,0,0,8/25/2014 0:00,36.871,-76.276,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16105,9/19/2016 0:00,Quercus,nigra,Water Oak,Yes,56,91,84,,9/1/2017 0:00,36.876,-76.28,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
17028,6/19/2017 0:00,Cornus,florida,Dogwood,,13,24,31,,6/19/2017 0:00,36.875,-76.278,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
16043,8/15/2016 0:00,Quercus,virginiana,Live Oak,Yes,37,48,69,,6/1/2017 0:00,36.878,-76.281,28,51,710,2900,51710002900,29,Census Tract,G5020,S,1788621,133407,36.8753822,-76.2796559,PARK PLACE (EAST),0.058431167,0.000194257
